answer_type_name,choices,question,correct_answer,lang,source,choices_processed,topic,test_item_id
Matrix Single Choice,"[{'Antworttext': 'Beratung und Coaching', 'Richtig': True}, {'Antworttext': 'Fahrtkostenerstattung für den Arbeitsweg', 'Richtig': False}, {'Antworttext': 'Finanzielle Unterstützung in Form von Gehalt', 'Richtig': False}, {'Antworttext': 'Kostenlose medizinische Behandlung', 'Richtig': False}]",Ordnen Sie die folgenden Leistungen der beruflichen Rehabilitation den richtigen Kategorien zu:,Beratung und Coaching,GERMAN,ChatGPT3.5,Beratung und Coaching Fahrtkostenerstattung für den Arbeitsweg Finanzielle Unterstützung in Form von Gehalt Kostenlose medizinische Behandlung,berufliche rehabilitation,3200
Matrix Single Choice,"[{'Antworttext': 'Menschen mit gesundheitlichen Beeinträchtigungen, die ihre beruflichen Fähigkeiten wiedererlangen oder verbessern möchten.', 'Richtig': True}, {'Antworttext': 'Nur Menschen, die bereits im Rentenalter sind.', 'Richtig': False}, {'Antworttext': 'Nur Personen, die bereits arbeitslos sind.', 'Richtig': False}, {'Antworttext': 'Nur Menschen mit schweren körperlichen Behinderungen.', 'Richtig': False}]",Ordnen Sie die folgenden Personengruppen den richtigen Beschreibungen zu:,"Menschen mit gesundheitlichen Beeinträchtigungen, die ihre beruflichen Fähigkeiten wiedererlangen oder verbessern möchten.",GERMAN,ChatGPT3.5,"Menschen mit gesundheitlichen Beeinträchtigungen, die ihre beruflichen Fähigkeiten wiedererlangen oder verbessern möchten. Nur Menschen, die bereits im Rentenalter sind. Nur Personen, die bereits arbeitslos sind. Nur Menschen mit schweren körperlichen Behinderungen.",frauen in der belegschaft,3201
Matrix Single Choice,"[{'Antworttext': 'Berufliche Umschulung', 'Richtig': True}, {'Antworttext': 'Weitergabe der Gesundheitsdaten an den Arbeitgeber', 'Richtig': False}, {'Antworttext': 'Verweigerung jeglicher Unterstützung', 'Richtig': False}, {'Antworttext': 'Entlassung aus dem Arbeitsverhältnis', 'Richtig': False}]",Welche Maßnahmen tragen zur Integration von Menschen mit gesundheitlichen Beeinträchtigungen in den Arbeitsmarkt bei?,Berufliche Umschulung,GERMAN,ChatGPT3.5,Berufliche Umschulung Weitergabe der Gesundheitsdaten an den Arbeitgeber Verweigerung jeglicher Unterstützung Entlassung aus dem Arbeitsverhältnis,"professionelle beratung, lernkompetenzen, selbsteinschätzung",3202
Matrix Single Choice,"[{'Antworttext': '1. Diagnose und Bedarfsanalyse', 'Richtig': True}, {'Antworttext': '2. Festlegung der Rehabilitationsziele', 'Richtig': True}, {'Antworttext': '3. Bewerbung um einen neuen Arbeitsplatz', 'Richtig': False}, {'Antworttext': '4. Abschlussbericht und Evaluierung', 'Richtig': True}]",Ordnen Sie die folgenden Schritte im Prozess der beruflichen Rehabilitation in die richtige Reihenfolge:,1. Diagnose und Bedarfsanalyse 2. Festlegung der Rehabilitationsziele 4. Abschlussbericht und Evaluierung,GERMAN,ChatGPT3.5,1. Diagnose und Bedarfsanalyse 2. Festlegung der Rehabilitationsziele 3. Bewerbung um einen neuen Arbeitsplatz 4. Abschlussbericht und Evaluierung,berufliche rehabilitation,3203
Matrix Single Choice,"[{'Antworttext': 'Arbeitsplatzanpassungen und barrierefreie Zugänge', 'Richtig': True}, {'Antworttext': 'Entlassung aus dem Arbeitsverhältnis', 'Richtig': False}, {'Antworttext': 'Weitergabe der Gesundheitsdaten an den Arbeitgeber', 'Richtig': False}, {'Antworttext': 'Verweigerung jeglicher Unterstützung', 'Richtig': False}]","Welche Maßnahmen können dazu beitragen, dass Menschen mit Behinderungen erfolgreich am Arbeitsplatz arbeiten können?",Arbeitsplatzanpassungen und barrierefreie Zugänge,GERMAN,ChatGPT3.5,Arbeitsplatzanpassungen und barrierefreie Zugänge Entlassung aus dem Arbeitsverhältnis Weitergabe der Gesundheitsdaten an den Arbeitgeber Verweigerung jeglicher Unterstützung,kaufleute im büromanagement,3204
Matrix Single Choice,"[{'Antworttext': 'Containerschiffe', 'Richtig': True}, {'Antworttext': 'Fahrräder', 'Richtig': False}, {'Antworttext': 'Heißluftballone', 'Richtig': False}]",Welche Transportmittel werden häufig für den internationalen Seetransport von Waren eingesetzt?,Containerschiffe,GERMAN,ChatGPT3.5,Containerschiffe Fahrräder Heißluftballone,lager und logistik,3205
Matrix Single Choice,"[{'Antworttext': 'Bestandsverfolgung', 'Richtig': True}, {'Antworttext': 'Pizzalieferungen', 'Richtig': False}, {'Antworttext': 'Wettervorhersage', 'Richtig': False}]",Was sind typische Aufgaben eines Lagerverwaltungssystems (LVS)?,Bestandsverfolgung,GERMAN,ChatGPT3.5,Bestandsverfolgung Pizzalieferungen Wettervorhersage,lager und logistik,3206
Matrix Single Choice,"[{'Antworttext': 'Lagermiete und -kosten', 'Richtig': True}, {'Antworttext': 'Die Farbe der Lagerregale', 'Richtig': False}, {'Antworttext': 'Die Anzahl der Fenster im Lager', 'Richtig': False}]",Welche Faktoren können die Lagerbestandskosten beeinflussen?,Lagermiete und -kosten,GERMAN,ChatGPT3.5,Lagermiete und -kosten Die Farbe der Lagerregale Die Anzahl der Fenster im Lager,lager und logistik,3207
Matrix Single Choice,"[{'Antworttext': 'Effizienter Transport von Waren', 'Richtig': True}, {'Antworttext': 'Erzeugung von Musik', 'Richtig': False}, {'Antworttext': 'Herstellung von Lebensmitteln', 'Richtig': False}]",Was sind die Vorteile des Einsatzes von Gabelstaplern in einem Lager?,Effizienter Transport von Waren,GERMAN,ChatGPT3.5,Effizienter Transport von Waren Erzeugung von Musik Herstellung von Lebensmitteln,lager und logistik,3208
Matrix Single Choice,"[{'Antworttext': 'Die erforderlichen Unterlagen und Papiere für den grenzüberschreitenden Warenverkehr', 'Richtig': True}, {'Antworttext': 'Eine spezielle Form von Reisepass', 'Richtig': False}, {'Antworttext': 'Die Namen der Zollbeamten an der Grenze', 'Richtig': False}]",Was versteht man unter dem Begriff 'Zolldokumentation' im internationalen Handel?,Die erforderlichen Unterlagen und Papiere für den grenzüberschreitenden Warenverkehr,GERMAN,ChatGPT3.5,Die erforderlichen Unterlagen und Papiere für den grenzüberschreitenden Warenverkehr Eine spezielle Form von Reisepass Die Namen der Zollbeamten an der Grenze,lager und logistik,3209
Matrix Single Choice,"[{'Antworttext': 'Überprüfung der Qualität und Quantität der eingehenden Waren', 'Richtig': True}, {'Antworttext': 'Bewertung der Mitarbeiterkleidung', 'Richtig': False}, {'Antworttext': 'Durchführung von Tanzwettbewerben', 'Richtig': False}]",Welche Rolle spielen Warenprüfungen in einem Lager?,Überprüfung der Qualität und Quantität der eingehenden Waren,GERMAN,ChatGPT3.5,Überprüfung der Qualität und Quantität der eingehenden Waren Bewertung der Mitarbeiterkleidung Durchführung von Tanzwettbewerben,lager und logistik,3210
Matrix Single Choice,"[{'Antworttext': 'Kartons', 'Richtig': True}, {'Antworttext': 'Sandwiches', 'Richtig': False}, {'Antworttext': 'Glasflaschen', 'Richtig': False}]",Welche Arten von Verpackungsmaterialien werden häufig in der Logistik verwendet?,Kartons,GERMAN,ChatGPT3.5,Kartons Sandwiches Glasflaschen,lager und logistik,3211
Matrix Single Choice,"[{'Antworttext': 'Sicherstellung der Verfügbarkeit von Produkten', 'Richtig': True}, {'Antworttext': 'Maximierung der Lagerkosten', 'Richtig': False}, {'Antworttext': 'Verschwendung von Ressourcen', 'Richtig': False}]",Was sind die Hauptziele der Lagerung in einem Unternehmen?,Sicherstellung der Verfügbarkeit von Produkten,GERMAN,ChatGPT3.5,Sicherstellung der Verfügbarkeit von Produkten Maximierung der Lagerkosten Verschwendung von Ressourcen,lager und logistik,3212
Matrix Single Choice,"[{'Antworttext': 'RFID-Technologie', 'Richtig': True}, {'Antworttext': 'Hochgeschwindigkeitszüge', 'Richtig': False}, {'Antworttext': 'Schreibmaschinen', 'Richtig': False}]",Welche Technologien werden in der modernen Logistik eingesetzt?,RFID-Technologie,GERMAN,ChatGPT3.5,RFID-Technologie Hochgeschwindigkeitszüge Schreibmaschinen,lager und logistik,3213
Matrix Single Choice,"[{'Antworttext': 'Kommissionierung von Waren', 'Richtig': True}, {'Antworttext': 'Anfertigung von Kaffeepausenplänen', 'Richtig': False}, {'Antworttext': 'Herstellung von Seifenblasen', 'Richtig': False}]",Was sind typische Aufgaben des Lagerpersonals?,Kommissionierung von Waren,GERMAN,ChatGPT3.5,Kommissionierung von Waren Anfertigung von Kaffeepausenplänen Herstellung von Seifenblasen,lager und logistik,3214
Matrix Single Choice,"[{'Antworttext': 'Reduzierung der Lagerkosten und Verbesserung der Effizienz', 'Richtig': True}, {'Antworttext': 'Steigerung der Kosten und Verschlechterung der Leistung', 'Richtig': False}, {'Antworttext': 'Erhöhung der Anzahl der Mittagspausen', 'Richtig': False}]",Welche Bedeutung hat die Optimierung der Lagerbestände für ein Unternehmen?,Reduzierung der Lagerkosten und Verbesserung der Effizienz,GERMAN,ChatGPT3.5,Reduzierung der Lagerkosten und Verbesserung der Effizienz Steigerung der Kosten und Verschlechterung der Leistung Erhöhung der Anzahl der Mittagspausen,lager und logistik,3215
Matrix Single Choice,"[{'Antworttext': 'Nähe zu wichtigen Absatzmärkten', 'Richtig': True}, {'Antworttext': 'Entfernung von jeglicher Infrastruktur', 'Richtig': False}, {'Antworttext': 'Anzahl der Wolken am Himmel', 'Richtig': False}]",Was sind wichtige Faktoren bei der Wahl eines Lagerstandorts?,Nähe zu wichtigen Absatzmärkten,GERMAN,ChatGPT3.5,Nähe zu wichtigen Absatzmärkten Entfernung von jeglicher Infrastruktur Anzahl der Wolken am Himmel,lager und logistik,3216
Matrix Single Choice,"[{'Antworttext': 'Verladung von Waren in Transportmittel', 'Richtig': True}, {'Antworttext': 'Bemalen von Lagerregalen', 'Richtig': False}, {'Antworttext': 'Versenden von Postkarten', 'Richtig': False}]",Was sind typische Aktivitäten im Rahmen des Warentransports?,Verladung von Waren in Transportmittel,GERMAN,ChatGPT3.5,Verladung von Waren in Transportmittel Bemalen von Lagerregalen Versenden von Postkarten,lager und logistik,3217
Matrix Single Choice,"[{'Antworttext': 'Erhöhung der Genauigkeit und Effizienz', 'Richtig': True}, {'Antworttext': 'Steigerung der Kosten und Fehlerquote', 'Richtig': False}, {'Antworttext': 'Reduzierung der Produktionsgeschwindigkeit', 'Richtig': False}]",Welche Vorteile bietet die Automatisierung von Lagerprozessen?,Erhöhung der Genauigkeit und Effizienz,GERMAN,ChatGPT3.5,Erhöhung der Genauigkeit und Effizienz Steigerung der Kosten und Fehlerquote Reduzierung der Produktionsgeschwindigkeit,lager und logistik,3218
Matrix Single Choice,"[{'Antworttext': 'Überwachung und Verwaltung des Lagerbestands', 'Richtig': True}, {'Antworttext': 'Bereitstellung von unkontrolliertem Inventar', 'Richtig': False}, {'Antworttext': 'Herstellung von Lagerregalen', 'Richtig': False}]",Was versteht man unter dem Begriff 'Lagerbestandskontrolle'?,Überwachung und Verwaltung des Lagerbestands,GERMAN,ChatGPT3.5,Überwachung und Verwaltung des Lagerbestands Bereitstellung von unkontrolliertem Inventar Herstellung von Lagerregalen,lager und logistik,3219
Matrix Single Choice,"[{'Antworttext': 'Die Optimierung von Transportrouten', 'Richtig': True}, {'Antworttext': 'Das Malen von Logistikplänen', 'Richtig': False}, {'Antworttext': 'Das Verschicken von Weihnachtskarten', 'Richtig': False}]",Was ist ein zentrales Element der Logistikplanung?,Die Optimierung von Transportrouten,GERMAN,ChatGPT3.5,Die Optimierung von Transportrouten Das Malen von Logistikplänen Das Verschicken von Weihnachtskarten,lager und logistik,3220
Matrix Single Choice,"[{'Antworttext': 'Optimierung der Lieferkette und Sicherstellung reibungsloser Abläufe', 'Richtig': True}, {'Antworttext': 'Verzögerung der Lieferkette und Erhöhung der Kosten', 'Richtig': False}, {'Antworttext': 'Verursachung von Problemen in der Lieferkette', 'Richtig': False}]",Welche Rolle spielt die Logistik in der Lieferkette eines Unternehmens?,Optimierung der Lieferkette und Sicherstellung reibungsloser Abläufe,GERMAN,ChatGPT3.5,Optimierung der Lieferkette und Sicherstellung reibungsloser Abläufe Verzögerung der Lieferkette und Erhöhung der Kosten Verursachung von Problemen in der Lieferkette,lager und logistik,3221
Matrix Single Choice,"[{'Antworttext': 'Planung und Steuerung der Lieferkette', 'Richtig': True}, {'Antworttext': 'Anordnung von Blumensträußen', 'Richtig': False}, {'Antworttext': 'Organisation von Picknicks', 'Richtig': False}]",Was sind typische Aufgaben eines Supply Chain Managers?,Planung und Steuerung der Lieferkette,GERMAN,ChatGPT3.5,Planung und Steuerung der Lieferkette Anordnung von Blumensträußen Organisation von Picknicks,lager und logistik,3222
Matrix Single Choice,"[{'Antworttext': 'Reduzierung der Kosten und Steigerung der Kundenzufriedenheit', 'Richtig': True}, {'Antworttext': 'Erhöhung der Kosten und Unzufriedenheit der Kunden', 'Richtig': False}, {'Antworttext': 'Organisation von Grillpartys', 'Richtig': False}]",Warum ist eine effiziente Logistik wichtig für den Unternehmenserfolg?,Reduzierung der Kosten und Steigerung der Kundenzufriedenheit,GERMAN,ChatGPT3.5,Reduzierung der Kosten und Steigerung der Kundenzufriedenheit Erhöhung der Kosten und Unzufriedenheit der Kunden Organisation von Grillpartys,lager und logistik,3223
Matrix Single Choice,"[{'Antwort': 'Peking', 'Richtig': True}, {'Antwort': 'Tokio', 'Richtig': True}, {'Antwort': 'Neu-Delhi', 'Richtig': True}, {'Antwort': 'Seoul', 'Richtig': True}, {'Antwort': 'Bangkok', 'Richtig': True}, {'Antwort': 'Hanoi', 'Richtig': False}, {'Antwort': 'Kuala Lumpur', 'Richtig': False}]",Ordnen Sie die folgenden asiatischen Hauptstädte den jeweiligen Ländern zu.,N/A,GERMAN,ChatGPT3.5,Peking Tokio Neu-Delhi Seoul Bangkok Hanoi Kuala Lumpur,asiatische kultur,3224
Matrix Single Choice,"[{'Antwort': 'Diwali', 'Richtig': True}, {'Antwort': 'Chinesisches Neujahr', 'Richtig': True}, {'Antwort': 'Songkran', 'Richtig': True}, {'Antwort': 'Holi', 'Richtig': True}, {'Antwort': 'Mid-Autumn Festival', 'Richtig': True}, {'Antwort': 'Hanukkah', 'Richtig': False}, {'Antwort': 'Oktoberfest', 'Richtig': False}]",Ordnen Sie die folgenden asiatischen Festivals den jeweiligen Ländern zu.,N/A,GERMAN,ChatGPT3.5,Diwali Chinesisches Neujahr Songkran Holi Mid-Autumn Festival Hanukkah Oktoberfest,asiatische kultur,3225
Matrix Single Choice,"[{'Antwort': 'Hanzi (Chinesische Schrift)', 'Richtig': True}, {'Antwort': 'Sanskrit', 'Richtig': True}, {'Antwort': 'Hiragana', 'Richtig': False}, {'Antwort': 'Kanji', 'Richtig': False}, {'Antwort': 'Hangul', 'Richtig': False}, {'Antwort': 'Katakana', 'Richtig': False}]",Ordnen Sie die folgenden asiatischen Schriftsysteme den jeweiligen Ländern zu.,N/A,GERMAN,ChatGPT3.5,Hanzi (Chinesische Schrift) Sanskrit Hiragana Kanji Hangul Katakana,asiatische kultur,3226
Matrix Single Choice,"[{'Antwort': 'Lumbini, Nepal', 'Richtig': True}, {'Antwort': 'Bodh Gaya, Indien', 'Richtig': True}, {'Antwort': 'Sarnath, Indien', 'Richtig': True}, {'Antwort': 'Shaolin-Tempel, China', 'Richtig': True}, {'Antwort': 'Kek Lok Si-Tempel, Malaysia', 'Richtig': True}, {'Antwort': 'Wat Pho, Thailand', 'Richtig': False}, {'Antwort': 'Todai-ji, Japan', 'Richtig': False}]",Ordnen Sie die folgenden berühmten buddhistischen Stätten den jeweiligen Ländern zu.,N/A,GERMAN,ChatGPT3.5,"Lumbini, Nepal Bodh Gaya, Indien Sarnath, Indien Shaolin-Tempel, China Kek Lok Si-Tempel, Malaysia Wat Pho, Thailand Todai-ji, Japan",asiatische kultur,3227
Matrix Single Choice,"[{'Antwort': 'China', 'Richtig': True}, {'Antwort': 'Indien', 'Richtig': True}, {'Antwort': 'Japan', 'Richtig': False}, {'Antwort': 'Südkorea', 'Richtig': False}, {'Antwort': 'Vietnam', 'Richtig': False}, {'Antwort': 'Thailand', 'Richtig': False}]",Ordnen Sie die folgenden asiatischen Länder ihren jeweiligen Schriftsystemen zu.,N/A,GERMAN,ChatGPT3.5,China Indien Japan Südkorea Vietnam Thailand,asiatische kultur,3228
Matrix Single Choice,"[{'Antworttext': 'Produkt A', 'Richtig': True}, {'Antworttext': 'Produkt B', 'Richtig': False}, {'Antworttext': 'Produkt C', 'Richtig': False}, {'Antworttext': 'Produkt D', 'Richtig': True}]",Welche Vertriebskanäle nutzen Sie für folgende Produkte oder Dienstleistungen?,Produkt A Produkt D,GERMAN,ChatGPT3.5,Produkt A Produkt B Produkt C Produkt D,vertrieb und handel,3229
Matrix Single Choice,"[{'Antworttext': 'Nordamerika', 'Richtig': True}, {'Antworttext': 'Europa', 'Richtig': True}, {'Antworttext': 'Asien', 'Richtig': True}, {'Antworttext': 'Afrika', 'Richtig': False}]",In welchen Regionen oder Ländern betreiben Sie Vertriebsaktivitäten?,Nordamerika Europa Asien,GERMAN,ChatGPT3.5,Nordamerika Europa Asien Afrika,vertrieb und handel,3230
Matrix Single Choice,"[{'Antworttext': 'Kundensegment A', 'Richtig': True}, {'Antworttext': 'Kundensegment B', 'Richtig': False}, {'Antworttext': 'Kundensegment C', 'Richtig': True}, {'Antworttext': 'Kundensegment D', 'Richtig': False}]",Welche Vertriebskanäle sind am effektivsten für die folgenden Kundensegmente?,Kundensegment A Kundensegment C,GERMAN,ChatGPT3.5,Kundensegment A Kundensegment B Kundensegment C Kundensegment D,vertrieb und handel,3231
Matrix Single Choice,"[{'Antworttext': 'Physische Produkte', 'Richtig': True}, {'Antworttext': 'Digitale Produkte', 'Richtig': True}]",Welche Vertriebskanäle verwenden Sie für physische Produkte im Vergleich zu digitalen Produkten?,Physische Produkte Digitale Produkte,GERMAN,ChatGPT3.5,Physische Produkte Digitale Produkte,vertrieb und handel,3232
Matrix Single Choice,"[{'Antworttext': 'Sonderangebote und Rabatte', 'Richtig': True}, {'Antworttext': 'Kooperationen mit saisonalen Veranstaltungen', 'Richtig': True}, {'Antworttext': 'Ganzjähriger Verkauf ohne Anpassungen', 'Richtig': False}, {'Antworttext': 'Saisonale Schließung des Geschäfts', 'Richtig': False}]",Welche Vertriebsstrategien setzen Sie für saisonale Produkte um?,Sonderangebote und Rabatte Kooperationen mit saisonalen Veranstaltungen,GERMAN,ChatGPT3.5,Sonderangebote und Rabatte Kooperationen mit saisonalen Veranstaltungen Ganzjähriger Verkauf ohne Anpassungen Saisonale Schließung des Geschäfts,vertrieb und handel,3233
Matrix Single Choice,"[{'Antworttext': 'B2B', 'Richtig': True}, {'Antworttext': 'B2C', 'Richtig': True}]",Welche Vertriebskanäle nutzen Sie für Business-to-Business (B2B) im Vergleich zu Business-to-Consumer (B2C) Verkäufen?,B2B B2C,GERMAN,ChatGPT3.5,B2B B2C,vertrieb und handel,3234
